시퀀스,아파트코드,아파트명,주소(시도),주소(시군구),주소(읍면동),홈페이지,사용검사일,연면적,관리비부과면적,전체세대수,사용신청일,사용승인일,정보변경일,사용허가여부,일반인원,경비인원,청소인원,건설사,시행사,준공일자,건축면적,아파트평형,층수,주차대수,단지소개,아파트시설,음용수,전기안전관리자,전기안전관리방법,화재수신반유무,홈네트워크-주차관제시스템,기타메모,예산지출액,회계관리현태,화재수신반위치,엘리베이터,경비실CCTV카메라수,경비실CCTV모니터수,택비방식,경비예산 지출액,경비근무형태,경비근무시간,경비휴게시간,홈네트워그,아파트청소구역,지하주차대수,음식물처리방식,청소기타구역,청소 연간예산 지출액,청소근무시간,청소근무일자,청소일근무시간,청소세대당청소인원,청소방법,소독면적,소독구역,소독년횟수,소독 년 예산 지출액,소독약품,엘리베이터 수,엘리베이터 계약방식,엘리베이터 설치년도 운행,엘리베이터 종류,엘리베이터 운행층,엘리베이터 관리형태,엘리베이터 년 예산지출,엘리베이터 수리비,엘리베이터 월수리건수,하자보수진행상태,수선유지충당금부고방식,수선유지충당금,수선유지충당메인 항목,수선유지대체금,전체동수,전화번호,팩스번호,급수시설,주소(나머지),아파트고유번호,우편번호,좌표X,좌표Y,관리사번호,주소(도로명),주소(도로 상세주소),법정동주소,단지분류,도로명주소,전용면적별 세대현황1,전용면적별 세대현황2,85_135이하,135초과,최초등록일자,최종등록일자,주거전용면적
743,A13188406,면목두산2.3차,서울,중랑구,면목7동,없음,1995-04-03 00:00:00.0,58890,46562,344,2013-03-07 09:46:50.0,2018-01-23 09:54:38.0,2018-01-23 09:54:38.0,Y,4,8,4,두산개발주식회사,.,1995-04-01 00:00:00.0,2886.95,184.3|116.41,20|25,418,,"관리사무실, 노인정2개소, 놀이터 2개소, 독서실, 헬스장, 탁구장",1800,전기안전관리자선임,,유,무,"헬스장,독서실관리",0,전산,경비초소,유,20,"각 동 엘리베이터 앞ㆍ내부, 각동 현관입구, 비상계단",무,0,격일제 근로(24시간),1일 20시간,"4시간(주간 : 2시간, 야간 : 2시간)",유,"동별, 층ㆍ라인",,12개소/6회/주,"외곽청소, 대청소, 각 동 계단 및 현관 청소",0,"평일 : 5.5시간, 토요일 : 3시간 ",,평일 : 1.5시간,계약단가/12명,,147718,수목ㆍ연막ㆍ분무 소독 및 구서작업,"세대 정기소독 : 4회/년, 추가소독 : 1회/월",0,"롱다운, 히드라메칠론","21대(월 계약단가 : 1,239,000<VAT 포함>)",용역계약,6년,로프식 VVVF,"홀수층, 각 층",,0,2574990,,,수선유지비(매월부과),0,"설비, 전기 외 기타",0,12,025336167,02-533-6160,고가수조,70번지 신반포4차아파트 관리사무소,1148260507,137908,127.0062945,37.5087416,14782605070,잠원로,37-6,서울특별시 서초구 잠원동 70 신반포4차,아파트,서울특별시 서초구 잠원로 37-48,0,0,900,,,2019-05-20 06:32:50.0,135990.05
1323,A15105004,보라매삼성,서울,관악구,봉천동,www.보라매삼성.com,1996-04-25 00:00:00.0,93237,86843,710,2013-03-07 09:46:23.0,2017-07-20 10:42:54.0,2017-07-20 10:42:54.0,Y,7,12,7,삼성중공업,외환은행 주택조합,1996-04-01 00:00:00.0,7613.52,122.314,15|,710,"



","관리사무실, 노인정, 회의실, 어린이놀이터(3개소), 체육시설 1개소(운동장)",1960,유,직원선임,"화재수신반(관리), 승강기비상호출(관리), CCTV 야간당직자(관리)",무,,0,전산/장부,관리소/동별/라인별,유,,"놀이터, 지하주차장, 승강기",,0,격일제(2교대),24시간,"주간 1시간, 야간 2.5시간",유,계단청소,,,,30660000,6시간,,1시간,,,30097,"연막,분무",매월(3개월에한번정기소독),2760000,,8대,,,로프식,,,7075000,589600,,,부과,0,"설비, 전기, 건축",0,3,02-599-6159,02-599-6156,"지하수조, 고가수조",1137번지,108-80-00932,156090,126.9769147,37.4910995,907-00-03435-1,동작대로29길,118,서울특별시 동작구 사당동 1137 신동아5,아파트,서울특별시 동작구 동작대로29길 118,177,90,66,,,2019-05-20 05:57:30.0,22789.77
1519,A13599303,개포주공6단지,서울,강남구,개포3동,,1983-10-26 00:00:00.0,94817,94817,1060,2013-03-07 09:46:38.0,2018-03-19 10:55:24.0,2018-03-19 10:55:24.0,Y,11,22,10,현대건설(주),대한주택공사,,0.00,,15층,1100,"

<p>서울시 강남구 개포로 516에? 있습니다</p><p>동쪽으로는 지역난방과 탄천이 흐르고</p><p>서쪽으로는 우면산과 타워팰리스 건물이 보이고</p><p>남쪽으로는 대모산이 있고,</p><p>북쪽으로는 양재천이 흐르며,</p><p>단지의 화단이 넓어서 정원같이 느껴지며,</p><p>맑은 공기를 들이마실 수 있고,</p><p>또한 분당선 전철이 지나가고 있으며,</p><p>사통팔달한 도로가 있으므로</p><p>주거지역은 최적의 지역입니다.</p><p>또한 재건축을 위하여 현재 정비사업추진과정중에 있으며,</p><p>빠른시일내에 재건축추진위원회가 정식발족되기를 바라며</p><p>멋진 고층빌딩의 아파트가 들어서기를 기다립니다.</p>

","관리사무실, 노인정, 어린이놀이터, 테니스장, 탁구장",2900,유,자체,상주관리,무,무,445117860,전산,관리사무소,유,138,"현관 입구, 지하 주차장, 놀이터 일부",무,565245600,격일제,격일제 (24시간 교대근무),3시간 휴게시간(동별 다름) / 2시간 식사시간,유,"계단, 공용부",정기,18개소-3회/주,"년1~2회 대청소, 논슬립, 건물 내외부",146462760,하절기: 09:00~17:00(7시간) / 동절기: 09:00~16:00(6시간),일근,12:00~13:00 (1시간),136세대/명,계단 비질 및 물걸레,266394,"분무, 도포, 연막","정기소독(연4회),추가소독(매주1회)",17593200,"실내-맥스포스겔등, 수목-코니도등",45,공개입찰 또는 재계약,"1997년 설치, 13년간 운행",VPL,전층운행,"OPB BOARD, 제어반 BOARD, 카후친, 카도어 벨트, 방범창, 인터폰, 오일실 등",37422000,6513210,1.1건/월,10년차까지 종결,"수선충당금-예산제, 수선유지비-정산제",151791020,"건축, 설비, 전기, 소방, 통신, 조경",7138610,16,02-896-0736,02-807-8001,"저수조, 고가수조방식",시흥벽산1단지아파트,119-82-61286,08655,126.9196921,37.4511267,907-00-23043-1,금하로,793,서울특별시 금천구 시흥동 1010 시흥벽산1단지,아파트,서울특별시 금천구 금하로 793,328,616,828,,,2019-05-20 05:11:28.0,167101.68
1439,A15001020,여의도삼부,서울,영등포구,여의도동,,1975-12-22 00:00:00.0,126869,106011,866,2013-03-07 09:46:29.0,2016-06-09 09:25:07.0,2016-06-09 09:25:07.0,Y,13,35,12,삼부토건(주),모름,,0.00,,15,720,,"관리사무실, 노인정, 어린이놀이터, 주차장, 공동저수시설, 가로등",2250,필수,상주,관리,무,,27446140,전산장부,"관리소,라인별",유,15,"주차장,놀이터,엘리베타,관리소,동별입구,초소입구.",유,24500000,격일제,,,유,주임:1명 미화원:14명(1인당3개라인) 외곽청소:4명(지상 및 지하주차장),"면적(66,686,5773m2)지하1,2층",6개소 /매일,"대청소,논스립,공동시설.",18134540,평일09:00~16:00(6시간) 토:09:00~12:00(3시간),,12:00~13:00(1시간),140세대,복도불걸레,184941,"독이소독,도포소독,분무소독 및 수목소독,구서작업(세대,공용부분,복리 및 부대시설,소목 및 공중방역","연/4회, 수목/3월~8월필요시 수시,기타(분무,구서)",998500,"탑베이트겔,크린베이트겔,잡스",19층2대+20층2대+21층4대+22층3대+23층7대+24층12대+25층5대+26층4대=39대,전체,2005년도 설치,로푸식,전층운행,점검후수시 교체,3232170,3003000,10/월,"1,2,3,4,5,10년차 진행중.","수선유지충당금(년간분활부과,수선유지비(매월부과)",4454810,"건축,설비,전기,소방,통신,조경.",0,24,02-2216-4870,02-2216-4851,부스터방식,.,204-80-05900,02524,127.0754092,37.5739731,91712650991,장안벚꽃로,167,서울특별시 동대문구 장안동 329-3 래미안장안2차,아파트,서울특별시 동대문구 장안벚꽃로 167,48,1484,254,,,2019-05-20 00:23:24.0,146615.32
696,A15005301,신길우성5차,서울,영등포구,신길3동,,1993-10-26 00:00:00.0,34004,34004,321,2013-03-07 09:46:59.0,2017-01-26 16:39:12.0,2017-01-26 16:39:12.0,Y,12,8,3,우성건설,우성건설,,0.00,,20층,234,,"관리사무실, 노인정, 어린이놀이터, 주차장, 공동저수시설 등",750,비상주,전기안전대행관리(위탁),관리,무,,2605572748,,,,,,,299160000,,,,,,,,,107520000,,,,,,106560,,,10442760,,20,,,,,,14400000,0,,,정산제,324000000,노후배관교체 ,0,10,02-951-2425,0262270428,고가수조식,주공2단지아파트,,01718,127.0779964,37.6579558,,한글비석로14길,8,서울특별시 노원구 중계동 369 중계주공2단지,아파트,서울특별시 노원구 한글비석로14길 8,1800,0,0,,,2019-05-20 02:32:24.0,80136
699,A13511001,압구정미성1차,서울,강남구,압구정동,,1982-11-18 00:00:00.0,49176,49176,322,2013-03-07 09:46:59.0,2017-02-16 10:58:24.0,2017-02-16 10:58:24.0,Y,26,20,4,라이프주택,라이프,,0.00,,14,400,,"관리사무실, 노인정, 어린이놀이터, 주차장, 공동저수시설",850,비상주,전기안전대행업체위탁,관리,무,,67011300,전산,관리소,유,22,"놀이터, 주차장, 엘레베이터, 관리소,정문입구,후문",유,43620890,격일제,격일:오전 9 ~ 익일 오전9,"주간: 12~ 13( 1시간), 야간:18 ~ 19(1시간),야간취침시간: 01~04시(3시간)",유, 층 라인,수량: 2개,,"외곽청소, 대청소, 논슬립",19560000,"평일:09 ~ 15:30( 5시간30분), 토:09 ~12 (3시간)",,주간:12 ~13 ( 1시간),,복도 물걸레( 6회/주),170808078,"점도포식,분무식,독이식,기구부착식 등",12,2285700,"맥스포스겔,잡스,마톨키 등","10층용 1대, 층용 대",점검계약,( 2004)년도 설치 ( 5)연간 운행,로프식,전층운행,아직 주요부품 교체 없음,6404320,915720,건/1월,5년차 하자 진행 중,수선유지비(매월부과),4890030,승강기정기검사 및 단지 수선자재비용,0,2,02-2608-0948,02-2608-1267,부스터방식,대성유니드아파트,117-80-06022,08060,126.8488666,37.5209773,90700292951,중앙로29길,108,서울특별시 양천구 신정동 1198-3 신정대성유니드아파트2차,아파트,서울특별시 양천구 중앙로29길 108,92,94,0,,,2019-05-20 03:36:21.0,13421.46
1516,A13592706,역삼래미안,서울,강남구,역삼동,,2005-10-26 00:00:00.0,130701,94226,1050,2013-03-07 09:46:38.0,2016-03-08 09:13:22.0,2016-03-08 09:13:22.0,Y,12,12,10,삼성물산,영동1재건축조합,,0.00,,22층,1053,,"관리사무실, 노인정, 보육시설, 어린이놀이터,체육시설,경비실, 회의실,주차장,오수정화조,공동저수시설,승강기,전기설비",3000,예,자체,예,예,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,070-8848-3750,02-357-2225,,은뜨락아파트,,03311,,,,통일로,,서울특별시 은평구 진관동 122 은뜨락아파트,아파트,서울특별시 은평구 통일로 972,350,0,0,,2019-03-08 02:23:01.0,2019-05-20 02:55:04.0,14037.539
942,A12187602,래미안용강아파트,서울,마포구,용강동,www.uasis.com,2003-03-21 00:00:00.0,64232,43649,430,2013-03-07 09:46:48.0,2013-05-09 11:33:57.0,2013-05-09 11:33:57.0,Y,5,6,6, 삼성물산 건설부문,용강1지구 재건축조합,,3378.01,,18|,512,,"관리사무실, 노인정, 놀이터, 배드민턴장 등",1600,선임,직원선임,"화재수신반(관리,경비)승강기비상호출(관리,경비)cctv야간당직(관리,경비)",직원관리,,74007330,"전산,장부",관리사무소,유,31,"지하주차장,승강기안,놀이터",택배수령,59040000,격일제,06:00~익일06:00(24시간),5시간,유,"건물내부(복도,계단), 지하주차장 , 현관입구 등",,3개소,,21331200,"평일 :09:00~15:30(5시간30분),토요일:09:00~12:00(3시간)",,12:00~13:00(1시간),93.5세대,복도 물걸레,18693,"도포식,독이식, 연막,분무 : 세대,지하주차장",세대:4회/년 수목:6회/년,3300000,,9,전체,4년,로프식,전층운행,"무쉬브/로브( 년),카( 년),권상기( 년),전기제어반( 년),브레이커( 년), 완충기( 년),균형추( 년),안전장치( 년),전면교체( 년) ",8910000,1152360,,3년차 소송중,수선유지비(매달부과),12014240,"설비, 소방,전기,정수처리유지비등",0,3,02-2665-0337,02-2664-0340,부스터방식,02)2665-0337,109-80-12334,157850,126.7983185,37.5733512,91507912231,양천로14길,118,서울특별시 강서구 방화동 546-1 방화3차우림필유,아파트,서울특별시 강서구 양천로14길 118,49,115,23,,,2019-05-20 04:33:22.0,14858.16
1136,A12114001,서강GS,서울,마포구,신정동,,1999-07-01 00:00:00.0,70173,61072,538,2013-03-07 09:46:51.0,2013-06-23 15:22:17.0,2013-06-23 15:22:17.0,Y,5,6,6,GS건설,GS건설,1999-07-01 00:00:00.0,3607.88,87|114,23|지하1,533,"<!--StartFragment--><p class=""바탕글""><u style=""text-underline: #000000 single""><span style=""FONT-SIZE: 16pt; FONT-WEIGHT: bold"">우리 아파트는</span></u><span lang=""EN-US"" style=""FONT-SIZE: 13pt; FONT-WEIGHT: bold""> 서강 8경에 하나이며 초등학교 4 학년 사회책 표지에도 나와 있고 영화 괴물에도 나오는 한강 변의 수려한 경관이며 철새들의 도래지인 천혜의 밤섬을 앞에 둔 아름다운 한강 조망권을 가진 쾌적한 주거환경과 인근에 명문 교육기관( 중. 고. 대학 등)이 다수 위치하고 있을 뿐 아니라 또한 교통의 요충지이며 서울에서 부산까지 다녀올 때도 신호 한 번 걸리지 않고 올 수 있는 입지 조건이 좋은 아파트의 </span><u style=""text-underline: #000000 single""><span style=""FONT-SIZE: 15pt; FONT-WEIGHT: bold"">조망권</span></u><u style=""text-underline: #000000 single""><span style=""FONT-SIZE: 13pt; FONT-WEIGHT: bold"">과 </span></u><u style=""text-underline: #000000 single""><span style=""FONT-SIZE: 15pt; FONT-WEIGHT: bold"">쾌적한 주거 환경 지역</span></u><span style=""FONT-SIZE: 13pt; FONT-WEIGHT: bold"">입니다</span></p><p class=""바탕글""><span style=""FONT-SIZE: 13pt; FONT-WEIGHT: bold""></span></p><p class=""바탕글""><span style=""FONT-SIZE: 13pt; FONT-WEIGHT: bold""></span></p>","관리사무실, 노인정, 놀이터, 배드민턴장",1700,선임,직원선임,"관리실,경비실",무,,0,전산,"관리사무소, 동별, 라인별, 기타( )",유,,"관리사무소(  대), 놀이터( 대), 주차장( 대), 엘리베이터( 대)",,0,"격일제, 교대(  시간)",,,유,"건물내부(복도, 계단), 지하주차장, 옥상, 건물외부, 화단, 논슬립, 대청소, 재활용",,1개소 3회/주,,0,"평일: ~ ( 시간), 토: ~ (시간), 휴일: ~",,,,"복도 물걸레( 회/주), 주차장 청소( 회/월), 옥상( 회/월)</a> ",40462,,"세대: 회/년, 수목: 회/년, 기타: 회/년",0,,"17층용3 대, 14층용1 대",부분단순(POG)계약,"( 1998)년도 설치, (11 )연간 운행",로프식,1층제외운행,"쉬브/로브( 년), 카( 년), 권상기( 년), 전기제어반( 년), 브레이커( 년), 완충기( 년), 균형추( 년), 안전장치( 년), 전면교체( 년)",0,250000,건/월,"(1,2,3,4,5,10 년차 종결)",수선유지비(매월부과-정산제),0,"건축, 설비, 전기, 소방, 통신, 조경",0,1,02-874-2659,02-875-5972,고가수조방식,,119-82-61200,151852,126.9372705,37.4837087,119-82-61200,남부순환로198길,7,서울특별시 관악구 신림동 10-622 신림현대성우,아파트,서울특별시 관악구 남부순환로198길 7,71,68,17,,,2019-05-20 06:11:53.0,11990.49
1693,A15105303,관악현대,서울,관악구,청림동,관악현대.apti.co.kr,1992-04-27 00:00:00.0,245534,235926,2134,2013-03-07 09:46:40.0,2013-06-23 11:44:11.0,2013-06-23 11:44:11.0,Y,22,65,19,현대건설,봉천제1구역주택개량재개발조합,,0.00,,15층,1223,,"관리사무실, 노인정, 놀이터(6개소), 테니스장(3면)",3950,선임,상주관리,관리,무,,142408588,,관리실,응답,52,"입구,각동현관,지상,지하주차장,놀이터,계단승강기안,밖",,0,격일제,20,4,응답,"지상,지하,각동계단,",,분리,,31890908,5,,1,,,21302,독이식및 일부분무식,12,3000000,"맥스포스겔,그린벅분무,btc-a,스톰",6,용역,8,시그마(VVVV-F),전층,메인로프,0,807840,,,전산대행,0,"물탱크,정화조,전기시설,놀이터시설",0,3,02-379-0120,6325-0120,부스터,72,101-82-61873,110-84,126.9756922,37.6091332,90700279361,평창문화로,140,서울특별시 종로구 평창동 72 평창롯데,아파트,서울특별시 종로구 평창문화로 140,0,36,120,,,2019-05-19 23:06:16.0,16342.94
241,A13586101,도곡대림,서울,강남구,도곡1동,,1992-11-19 00:00:00.0,22757,22147,197,2013-03-07 09:46:15.0,2013-06-23 14:27:14.0,2013-06-23 14:27:14.0,Y,,,,대림건설,법무부 주택조합외 4개주택조합,1992-11-01 00:00:00.0,2138.81,,9|14,126,,"관리사무실, 노인정, 경비실, 어린이놀이터, 기계실, 전기실, 지하주차장, 정화조,주차장, 오수정화조,공동저수시설 승강기",,비상주,전기안전대행업체위탁,관리,,,0,관리주체 입주자대표회의,각동 경비실,경비실과 연결됨,2개,지하주차장,각동 경비실에서 보관후 전달,116544000,격일제근무,06:00~06:00,6시간,노후로 고장세대가 다수,"각동계단, 승강기, 복리시설",안함,안함,"노인정, 주민공동시설 주1회실시",8928000,09:00~16:00,,2시간,,각동별로 고정배치,36070,"정기소독(매분기), 임시소독(월1회), 하계절 수목소독",12회,2930400,,12대,단순보수계약,15년,승객용 로프식 VVVF,"10층, 11층, 14층","도어행거, 카도어스위치, 메인파워",0,0,1~2건,"건물외벽누수, 세대유리창코킹 노후누수",,0,"정화조 청소, 승강기안전검사비, 저수조청소, 소화기 충약",0,4,0226447411,0267417411,부스타 방식,928,,158777,126.8728085,37.5419755,,목동중앙본로22길,63,서울특별시 양천구 목동 928 목동건영,아파트,서울특별시 양천구 목동중앙본로22길 63,0,299,0,,,2019-05-20 03:51:19.0,25209.6
2003,A41279916,은평뉴타운우물골5단지,서울,은평구,진관동,우물골제2관리소.apti.co.kr,2009-12-23 00:00:00.0,57209,38944,387,2013-03-07 09:46:59.0,2013-06-23 10:44:17.0,2013-06-23 10:44:17.0,Y,5,6,3,"두산건설,포스코 건설",SH,,0.00,,17층,461,,"관리사무실, 경비실, 경로당, 주민공동문고, 보육시설, 체육시설, 주차장, 어린이놀이터, 변전실, 승강기 ",1500,선임,직원선임,관리,유,,156069150,관리,관리사무소내,가능,58,"승강기,각현관,주차장,지상",,100472870,격일제,오전07시 부터 익일 오전07시 까지,6시간,가능,단지내,,,,44592920,09:00 ~ 16:00,,,,,40969,"매월 실내소독 ,실외 분무연막소독 ",,2469060,,11,,,티센크루프동양엘리베이터,,,10164000,1579080,,,,47600411,,0,3,02-584-4670,02-2055-1468,부스타 펌프,1641-1,214-82-61219,137880,127.0199579,37.4934608,90700344551,사임당로17길,116,서울특별시 서초구 서초동 1641-1 서초삼성래미안,아파트,서울특별시 서초구 사임당로17길 116,0,139,128,,,2019-05-20 06:44:52.0,32190.03
1522,A13184609,신내4단지,서울,중랑구,묵동,,1996-06-14 00:00:00.0,71622,71412,1070,2013-03-07 09:46:56.0,2016-06-07 14:01:21.0,2016-06-07 14:01:21.0,Y,9,14,7,SH공사,SH공사,,0.00,,12층,560,,"관리사무실, 경비실, 경로당, 입주자집회소, 어린이놀이터, 체육시설, 주차장, 공동저수시설, 지하수조, 고가수조, 승강기 ",2050,선임,직원선임,관리,무,"전기실, 급수펌프실, 기계실, 외등시설, 옥외 급수배관설비, 우수관 등",526519480,전산,기계실,유,무,,경비실관리,87600000,격일,06:00 ~ 06:00,8시간,,건물내부청소,무,,무,16481720,08:00 ~ 16:00,,1시간,150세대,"비,물걸레청소",0,종합방제시스템,"정기4회,추가8회",6347600,"멕스포스겔,디맨드,그린백,코니도",6대,수의계약,,,1-13층,,3960000,772200,,완료,매월부과,16114680,"펌프,배관,수위감지장치등",812430,4,02-379-1913,02-3217-2210,급수펌프,33,110-80-00070,03613,126.9446692,37.5975121,11080000700,홍은중앙로1길,33,서울특별시 서대문구 홍은동 22 홍은유원,아파트,서울특별시 서대문구 홍은중앙로1길 33,91,208,0,,,2019-05-20 03:06:28.0,19915.74
1280,A13283611,방학신동아2단지,서울,도봉구,방학3동,,1992-09-26 00:00:00.0,836802,83680,660,2013-03-07 09:46:25.0,2013-04-30 14:46:36.0,2013-04-30 14:46:36.0,Y,6,12,7,신동아,신동아,,0.00,,15층,568,,"관리사무실, 경비실, 경로당, 어린이놀이터, 주차장, 오수정화조, 지하저수조, 승강기, 기타",1450,필수,,관리,무,,114651736,전산,관리소,유,45,"놀이터, 주차장, 엘레베이터,중앙현관 입구",유,55200000,격일제,,,유, 층 라인,,개소 회/주,"외곽청소, 대청소, 논슬립, ",33312000,"평일: 09~16 (7시간), 토: 09~ 12(3시간), 휴일: ~ (시간)",,"주간: ~ ( 시간), 야간: ~ (시간)",( 세대/명),복도 물걸레( 회/주),29244,"연막, 분무, 독먹이식 : 세대, 계단, 지하, 주차장","세대: 12회/년, 수목: 4~5회/년, 기타: 회/년",3281930,,"12층용 2대, 18층용 2대, 7츨용 2대, 16층용 2대, 15층용 1대",,,로프식,"1,2층제외",,7163640,1182060,건/월,,수선유지비(매월부과),7485200,,0,4,02-932-6072,02-6227-6072,고가수조,,217-80-03631,139201,127.057784,37.6771802,217-80-03631-0,동일로246길,39,서울특별시 노원구 상계동 1128 상계극동늘푸른,아파트,서울특별시 노원구 동일로246길 39,137,162,0,,,2019-05-20 02:22:36.0,21905.514
